ID,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income
78233,LP002187,1,1,1,0,0,15798,0,260,365,1,2,1,3750
54204,LP002187,0,1,1,0,0,5188,0,123,352,1,1,1,3750
54593,LP001658,1,0,3+,0,0,150,335.3500192,50,371,1,2,1,3750
51663,LP002229,1,1,0,0,0,8182,0,17,372,1,1,1,5166
35955,LP002231,1,0,3+,0,0,2252,0,405,360,1,2,0,18333
46541,LP002224,1,1,0,0,1,8254,8705.742555,17,358,1,0,0,3750
35320,LP002585,1,1,0,0,0,7238,0,241,373,1,1,1,6000
75253,LP002231,1,1,0,0,0,150,376.1989822,255,369,1,2,1,7200
94461,LP002585,1,0,0,0,0,5604,3853.928029,25,373,1,2,0,6000
19150,LP002175,1,1,0,0,1,2300,2464.870021,72,348,1,1,1,6000
19997,LP002043,1,0,0,0,0,150,598.4633987,235,351,1,2,1,3750
47025,LP002181,1,1,1,0,0,16269,705.7916684,17,369,1,1,1,7200
64366,LP002231,1,1,3+,0,0,7403,610.9288205,205,365,0,2,1,6000
69906,LP001841,1,1,3+,0,0,13151,4100.502495,17,353,1,2,1,3547
20063,LP002231,1,1,1,0,0,1663,2533.0483,20,372,1,1,1,3750
66834,LP002187,1,1,0,0,0,8355,257.1847077,17,356,0,1,1,6000
26301,LP002180,1,1,0,0,0,150,1648.989509,249,361,1,2,1,6000
38604,LP002585,1,1,1,1,0,81000,0,127,313,1,0,0,6000
69702,LP002175,1,1,3+,0,0,11046,248.5663254,26,359,1,2,1,6256
15436,LP002175,1,0,3+,1,0,8045,0,17,348,1,1,1,6000
64587,LP002187,1,1,1,0,0,29115,195.5633371,268,373,1,0,0,3750
11374,LP002103,1,1,1,0,0,150,1876.488445,253,374,1,1,1,3750
16951,LP001790,1,1,0,0,0,15915,441.9451612,184,372,1,2,1,3750
68912,LP001949,1,0,0,1,0,8363,2640.059199,17,353,1,0,1,6232
76308,LP002585,1,1,0,1,0,7984,0,17,418,1,0,1,3750
80498,LP002224,1,1,2,0,0,480,3832.137716,259,355,1,0,1,3750
17821,LP002585,1,1,0,0,0,150,0,230,358,1,1,0,6000
34497,LP002224,1,1,0,0,0,16361,88.43284293,141,348,1,2,1,6000
78812,LP002187,1,1,2,0,0,2286,2191.865656,208,242,1,2,1,7200
67845,LP001640,1,0,0,0,0,2814,1056.342592,17,368,1,2,1,4652
28349,LP002560,1,1,0,1,0,8133,1772.088759,17,369,1,1,0,3750
83207,LP002231,1,1,2,0,0,827,0,17,356,1,1,0,6000
25425,LP002175,1,1,0,1,0,7503,0,125,373,1,0,0,6000
64369,LP002585,0,1,1,0,0,12590,1897.428771,153,350,1,1,1,6000
14787,LP001868,1,1,0,0,1,8275,0,17,372,1,1,0,3750
28643,LP002187,1,1,2,0,0,6346,0,17,330,1,2,1,3750
76706,LP002585,1,1,1,0,0,8397,1155.733583,190,361,0,1,1,3750
64385,LP002231,1,1,1,0,0,5380,0,17,373,1,2,1,18333
96509,LP002588,1,1,0,0,0,16026,2330.060556,58,357,1,1,1,3750
82980,LP002175,1,1,3+,0,0,81000,0,17,370,1,2,1,3750
62093,LP001734,1,1,1,0,0,2134,4021.608424,17,372,1,2,1,18333
65717,LP001369,1,0,1,0,0,7902,520.0858854,17,369,1,2,0,6000
31665,LP002585,1,0,0,0,1,12968,413.4281471,31,362,1,1,1,6000
57886,LP002175,1,1,0,0,0,177,0,264,362,0,1,1,6000
49273,LP002585,1,1,0,0,0,1174,0,34,369,1,1,1,7200
89105,LP002219,1,1,1,0,0,565,0,266,355,1,1,0,6000
54701,LP002571,1,0,0,0,0,6061,0,218,367,1,0,1,3547
62667,LP001469,1,1,0,0,0,1376,0,17,373,1,1,1,3547
98929,LP002585,1,1,0,0,0,8289,2558.63735,17,372,1,2,1,6000
21343,LP002035,1,1,0,1,0,8390,3139.043401,17,356,1,1,0,6000
27629,LP002231,1,1,0,0,0,4373,806.2144351,17,410,1,0,1,6000
13558,LP001665,1,0,3+,0,0,1022,697.7234777,115,373,1,2,1,6000
77616,LP002556,1,1,0,1,0,1393,0,218,372,1,2,1,3750
66511,LP002560,1,0,0,0,0,8072,0,17,365,1,1,1,3547
22348,LP001977,1,1,0,0,0,1775,0,17,349,1,1,0,6000
39280,LP001835,0,1,2,0,0,8205,0,243,277,0,2,0,3750
45091,LP001046,1,1,0,0,0,11069,3003.233053,253,373,1,1,1,3750
19434,LP002585,1,1,0,0,0,150,0,38,362,1,0,1,3750
52118,LP002560,0,1,1,0,0,6689,0,17,371,1,1,0,6000
26009,LP002266,1,1,0,0,0,8325,478.9251663,17,370,1,0,0,6000
65991,LP002170,0,1,2,0,1,150,0,74,364,1,2,1,3750
19409,LP002585,1,0,0,0,0,150,0,182,371,1,1,1,4745
27201,LP002181,1,0,0,0,0,70751,0,17,353,1,2,1,3750
99285,LP001790,1,1,0,0,0,14776,0,17,363,1,0,1,3750
41645,LP002585,1,1,3+,0,1,1968,4126.011979,201,366,1,1,1,3750
70191,LP002585,1,1,0,0,0,8424,1265.906513,148,372,0,2,1,3750
63498,LP002560,1,1,0,0,0,5911,2725.010069,85,372,1,0,1,6000
90377,LP001792,1,1,1,0,0,8337,206.3106876,210,372,1,0,1,18333
84396,LP002224,1,1,0,0,0,16459,179.9104719,117,360,1,2,1,6000
97520,LP002187,1,0,3+,1,0,11359,959.9458095,210,347,1,1,0,3750
63475,LP002187,1,1,0,0,0,150,0,162,356,1,2,0,3750
80620,LP002585,1,1,0,0,0,1956,0,17,373,1,1,1,6000
86674,LP001715,1,1,3+,1,0,1540,0,160,373,1,1,1,3750
45840,LP001790,1,1,0,0,0,8330,2237.763893,198,357,1,2,1,6000
69953,LP002187,1,1,0,0,0,27005,0,17,351,1,1,1,6000
10527,LP002224,1,1,3+,0,0,3662,294.675778,228,55,1,2,1,3750
42448,LP002231,1,1,2,1,0,7652,0,17,362,1,1,1,5166
63939,LP002175,1,1,1,0,0,8134,3187.943456,197,373,1,1,1,3750
51617,LP001790,1,1,1,1,0,4089,3183.971232,17,371,1,1,0,3547
14906,LP001448,1,1,0,1,0,5310,0,20,354,1,2,1,3750
13335,LP002229,1,1,2,0,0,150,856.6408812,135,373,1,2,1,3750
61309,LP002175,1,1,2,0,0,4511,0,70,372,1,2,1,3750
13764,LP002231,1,1,1,0,0,12718,1799.236888,76,372,1,1,1,3750
80660,LP001776,1,1,1,0,0,7193,292.1435076,264,373,1,1,1,6000
47026,LP002585,1,1,0,0,0,8189,0,46,370,1,1,0,6000
62336,LP001924,1,1,2,0,0,8421,0,17,362,1,2,0,3750
26122,LP001369,1,1,1,0,0,7077,3811.123295,246,372,1,2,1,3750
92301,LP002543,1,1,0,0,0,7933,0,21,373,1,1,1,6000
39212,LP001385,1,1,0,0,0,13452,4492.23984,17,372,1,0,0,6000
20563,LP001814,1,1,1,0,0,8296,4172.5141,17,372,0,2,1,3750
31817,LP002585,1,1,0,1,0,2965,0,26,359,0,1,1,3750
29704,LP001790,1,0,0,0,0,7545,2370.245143,17,363,1,1,1,18333
41794,LP001693,1,1,1,0,0,2312,464.3739081,17,353,1,2,0,6000
31359,LP002585,1,1,1,0,1,1109,1094.364371,17,371,1,1,1,3750
93382,LP002224,1,1,0,0,0,150,0,235,355,1,1,1,3750
49092,LP001666,1,1,0,0,0,16497,621.8611517,17,12,1,1,1,6000
79212,LP002224,1,1,3+,0,0,8263,1547.844341,184,348,1,1,1,6000
10516,LP001137,1,1,0,0,0,150,0,17,12,1,1,1,3750
58213,LP002175,0,1,1,0,0,6111,411.0652145,40,354,1,0,1,3750
64064,LP002560,1,1,0,0,0,8418,0,17,349,1,2,1,6000
92021,LP002175,1,1,0,0,0,150,0,270,372,1,1,1,6000
39197,LP002187,1,1,0,0,0,7936,4166.442584,17,363,0,0,1,3750
96579,LP002181,1,1,0,0,0,8093,7632.128151,17,364,1,2,1,3750
61037,LP002170,1,1,0,0,0,7125,823.1124812,17,348,1,1,1,3750
90359,LP002585,1,0,2,0,0,150,0,268,371,1,1,1,6000
75426,LP001385,1,1,0,0,0,150,0,167,357,1,2,1,3750
92759,LP001907,1,1,1,1,0,8425,0,17,370,1,2,1,3750
33541,LP001669,1,1,0,0,0,30043,1736.256286,266,359,1,2,1,3750
73445,LP001819,1,1,0,0,0,4741,0,17,348,0,1,1,6000
41670,LP002231,0,1,0,0,0,6725,467.8592052,181,369,1,0,1,6000
84485,LP002560,1,1,0,0,0,13063,0,192,368,0,2,1,6000
86810,LP002231,1,1,2,1,0,15954,3552.909882,199,359,1,1,0,3750
36255,LP002175,1,1,0,0,1,6164,3652.670929,121,349,1,2,1,3750
81838,LP002231,1,1,0,0,0,10976,0,181,348,1,0,1,6000
86856,LP002224,1,1,1,0,0,4781,0,87,362,1,2,0,3750
56076,LP002239,1,0,1,0,0,183,419.1753491,17,372,1,1,1,3750
82483,LP002585,0,1,1,0,0,31096,657.5746133,17,423,1,2,1,6000
10415,LP002231,0,1,2,0,0,8319,575.091347,237,363,1,0,1,6000
68221,LP002585,0,1,0,0,0,4992,0,220,373,1,1,0,6000
84222,LP002585,1,0,0,0,0,4421,0,99,365,1,1,1,3547
27988,LP002226,1,1,3+,0,0,7841,0,178,371,1,1,0,6000
22082,LP002209,1,0,0,0,0,8225,0,17,364,1,1,1,6000
29649,LP002194,1,1,0,0,0,22617,567.2840329,32,223,1,2,0,6000
74172,LP001761,1,1,0,1,0,6222,909.6518044,39,373,1,2,1,3750
44849,LP001497,0,0,0,0,0,15885,501.0133562,17,363,1,1,1,3750
84998,LP002231,1,1,3+,0,0,6664,114.0723619,125,360,1,0,1,6000
10147,LP002231,0,1,0,0,1,2578,395.4732318,17,348,1,0,0,6000
43883,LP002231,1,1,0,0,0,7836,1607.514649,17,359,1,1,1,3750
98299,LP002223,1,1,3+,0,0,8284,2260.867039,17,371,1,1,1,6000
73281,LP001050,1,1,3+,0,0,150,0,17,372,1,1,1,6000
83178,LP001844,1,1,0,0,0,81000,0,17,422,1,1,1,6000
10419,LP001086,1,1,0,0,0,14582,0,128,369,1,0,1,6000
59112,LP002187,1,1,1,0,0,4720,0,17,356,1,2,1,6000
53343,LP002229,1,1,2,0,0,8403,3615.733422,17,409,1,1,1,3750
38765,LP002175,1,0,1,0,0,2756,0,17,367,1,0,1,3750
66350,LP002231,1,1,0,1,0,7695,1549.481243,151,370,1,1,1,3750
60424,LP002585,1,1,3+,0,0,150,0,256,370,1,1,1,6000
82219,LP001790,1,1,1,0,1,150,2841.313991,243,354,1,1,1,3750
58408,LP001013,1,1,1,0,0,207,0,196,365,1,2,1,3750
92248,LP002398,1,1,0,0,0,8386,0,17,360,1,1,1,6000
63593,LP001844,1,0,0,0,0,1449,1655.283674,158,362,1,1,1,3750
29330,LP002582,0,1,0,0,0,150,0,34,364,1,2,1,3750
14290,LP002582,1,1,0,0,0,5677,2134.620062,109,367,1,2,0,3750
26509,LP002585,1,1,0,0,0,8221,4276.419918,59,371,1,2,0,7200
37503,LP002534,0,1,2,0,0,150,0,125,387,1,2,1,6000
12446,LP002243,1,0,1,1,0,30592,3080.00886,17,464,1,1,1,6000
30246,LP001448,1,1,0,0,0,8388,0,17,373,1,2,1,6000
28764,LP002187,1,1,0,0,0,15693,170.5059992,17,349,1,1,1,3750
94581,LP002224,1,1,0,1,0,150,0,17,369,1,0,1,6000
10289,LP001843,0,1,3+,0,0,15248,5423.335976,17,372,1,0,1,3750
23675,LP002187,1,1,0,0,0,14796,4091.050124,17,112,1,2,1,6000
54814,LP002560,1,1,0,0,0,675,2990.443903,107,369,1,2,1,3547
88805,LP002315,1,1,0,0,0,1439,4245.404029,36,361,1,1,1,3547
11240,LP001385,1,1,0,0,0,5266,802.0804836,147,348,1,1,1,6000
66633,LP002585,1,1,0,0,0,8000,3412.717797,136,373,0,0,1,3750
15278,LP002224,1,1,2,0,0,16253,0,17,355,0,2,1,3750
85986,LP002175,1,1,0,0,0,7711,0,17,349,1,1,1,5166
38935,LP001253,1,1,1,0,0,4403,0,17,371,1,2,1,6000
31650,LP002187,1,1,0,0,0,1038,704.86449,201,372,1,2,1,3750
35352,LP002229,1,1,0,1,0,5767,0,282,368,1,2,1,3750
17435,LP002585,1,1,1,0,0,14582,1072.695462,20,370,1,1,0,6000
31187,LP002187,1,1,2,0,0,13001,0,94,372,1,2,1,6000
56754,LP002231,1,0,3+,0,0,8186,0,17,352,1,1,1,6000
91170,LP001844,1,1,1,0,0,5424,20000,17,362,1,1,1,6000
14261,LP002231,1,1,0,0,0,8415,0,17,347,1,1,1,3750
18727,LP002585,1,1,0,0,0,7555,0,70,373,1,0,1,3750
94870,LP002585,1,1,0,0,0,3218,0,17,371,1,0,1,3750
62888,LP002170,1,1,0,0,0,29175,629.761738,61,350,1,1,1,3547
35429,LP002231,1,1,1,0,0,1197,0,17,353,1,2,1,3750
70177,LP002187,1,1,0,0,0,16436,0,17,351,1,1,1,3750
76939,LP002231,1,1,0,0,0,7995,0,133,355,1,0,1,3750
96074,LP002229,1,0,0,0,0,16470,0,61,348,1,2,1,5166
27003,LP001478,1,1,0,0,0,16457,369.9900198,31,368,1,1,1,3547
49152,LP002181,1,1,3+,0,0,8097,916.4932965,17,373,1,2,1,6000
30790,LP002231,1,1,0,1,0,150,0,112,348,1,2,0,3750
10829,LP002231,1,1,0,0,0,4077,0,82,362,1,2,1,7200
64131,LP001384,1,1,0,0,0,150,0,17,349,1,1,1,3750
15248,LP001369,1,1,0,0,0,150,0,270,365,1,2,0,3750
80976,LP002556,1,0,2,0,0,2179,1227.131097,212,349,1,2,1,3750
24541,LP002585,1,1,0,0,0,150,578.8476416,268,373,1,2,1,3750
61163,LP002187,1,1,0,0,0,150,3762.485525,263,372,1,2,1,3750
40829,LP002187,0,1,0,0,0,150,3841.20243,62,350,1,1,1,3750
40510,LP002585,1,1,1,0,0,6738,0,185,366,1,2,1,6000
24607,LP002231,0,1,0,0,0,16500,706.4883331,37,358,1,0,1,3547
63396,LP002571,1,1,3+,0,0,2555,0,17,369,1,0,1,6000
15802,LP002231,1,1,0,0,0,150,0,232,363,1,2,1,3750
19435,LP002484,1,1,0,0,0,8340,706.2841086,17,368,1,1,1,3750
34053,LP001790,1,1,2,0,0,8417,0,17,410,1,1,1,6000
19357,LP002187,1,0,1,0,0,6884,1944.554604,24,371,1,2,1,3750
11390,LP001790,1,1,0,0,0,81000,4148.519898,17,368,1,2,0,3750
46740,LP002229,1,1,0,0,0,6728,0,17,209,1,2,1,6000
80209,LP002585,1,1,0,0,0,7081,458.7103974,39,372,1,1,1,18333
83652,LP002571,1,1,2,0,0,4202,0,17,373,1,1,0,6000
14542,LP002098,1,1,2,0,0,7815,0,56,351,0,0,0,6000
90467,LP002585,1,1,0,0,0,150,0,120,480,1,1,1,3750
42222,LP002175,1,1,0,0,1,8335,2105.296854,56,349,1,1,1,3750
86524,LP002231,1,1,0,0,0,7379,0,17,12,1,0,1,3750
58267,LP002231,1,1,0,1,0,1764,0,232,319,1,1,1,3750
37833,LP002187,1,1,0,0,0,6743,3123.669268,58,363,1,2,1,3750
39800,LP002585,1,1,0,0,0,150,0,111,371,0,2,1,3750
23263,LP002585,1,1,2,0,0,7895,0,112,366,1,1,1,7200
48796,LP002181,1,1,0,0,0,1231,4022.661317,17,357,1,1,1,6000
43907,LP001578,1,1,1,0,0,5857,641.5225159,92,356,1,1,1,3750
84957,LP002585,1,0,0,1,0,6119,0,49,372,1,2,0,6000
57784,LP002224,1,0,0,0,0,7790,0,17,367,0,1,1,7200
10047,LP002560,1,1,3+,0,0,3503,0,125,375,1,1,1,3750
61032,LP002226,1,1,3+,0,0,7496,0,17,358,1,0,1,3750
51961,LP002231,1,1,0,0,0,150,0,17,372,1,0,1,6000
12829,LP001030,1,1,0,0,0,150,3952.747128,129,372,1,1,1,6000
64609,LP002175,1,1,1,0,0,150,0,249,366,1,1,0,3750
88861,LP002187,1,1,1,0,0,14125,598.4757273,218,351,1,2,1,3750
95006,LP001520,1,1,0,0,0,14507,280.4742444,22,348,1,1,1,6000
67393,LP002187,1,1,0,0,0,150,0,270,372,1,1,1,6000
10479,LP001844,1,1,0,0,0,16119,0,17,371,1,1,1,6000
34854,LP002187,1,1,0,0,0,1827,329.9918343,217,370,1,0,0,3750
21663,LP002585,1,0,2,0,0,7084,2739.800996,17,366,1,1,1,6000
12975,LP001914,1,1,0,0,1,7381,0,17,353,1,1,1,3750
29102,LP002187,1,1,3+,0,1,12051,0,198,373,1,2,1,3750
67616,LP001404,0,0,0,0,0,150,3374.696668,17,188,0,1,1,3547
62817,LP001005,1,1,1,1,0,150,3890.549005,256,351,1,2,1,6000
32538,LP002187,0,0,0,0,1,8358,0,17,367,1,0,1,3750
10822,LP002231,1,1,0,0,0,5320,65.2396767,17,355,1,1,1,3750
90230,LP002175,1,1,0,0,0,9622,0,39,358,1,1,1,3750
40149,LP002139,1,1,0,0,0,8279,0,17,353,1,2,1,6000
94588,LP002175,0,1,1,0,0,81000,3633.458601,26,361,1,1,1,6000
11362,LP001835,1,0,2,0,1,150,607.1399437,61,373,1,0,1,6000
15828,LP002231,1,0,3+,0,0,8139,0,17,367,1,0,1,3750
87597,LP002160,1,1,0,0,0,10455,982.5391368,17,372,1,1,1,3750
35243,LP002560,1,1,0,0,0,150,0,229,366,1,1,1,3750
47435,LP002231,1,1,0,0,0,16228,3628.858953,17,362,1,1,1,3750
27903,LP002175,1,1,0,0,0,2490,0,17,234,1,0,1,5166
26633,LP001844,1,1,0,0,0,8109,0,17,349,1,0,1,3750
89707,LP002560,1,1,0,0,0,31740,711.2599548,26,371,1,2,1,6000
36284,LP001369,1,1,0,0,0,7509,2273.05007,17,361,1,1,1,5166
56184,LP002234,1,1,0,0,0,5715,373.6409895,17,370,0,1,1,7200
93853,LP002555,1,1,0,0,0,150,0,99,371,1,0,1,5166
90935,LP002231,1,1,2,0,1,5934,0,17,480,1,1,1,3750
67530,LP002223,1,1,1,0,0,13351,0,17,354,1,1,1,3750
72788,LP002560,1,0,2,0,1,150,0,153,371,1,1,1,3750
24360,LP002223,0,1,0,0,0,1637,1360.392386,208,371,1,2,1,3750
34670,LP002231,1,1,0,0,0,16461,0,17,366,1,2,1,6000
20212,LP002187,1,1,0,0,0,3782,693.3104842,461,364,0,1,1,3750
87568,LP002530,1,1,1,0,0,150,456.3732463,169,371,1,2,1,3750
64161,LP002231,1,1,1,0,0,1732,699.3474888,17,231,1,1,1,3750
39813,LP002560,1,1,3+,1,0,16309,2265.271536,17,370,1,2,0,6000
52342,LP002585,1,1,0,0,0,16484,1468.092721,21,361,1,0,1,3750
90795,LP001426,1,1,1,0,0,150,4085.939997,251,373,1,0,1,3750
96795,LP002337,1,1,0,0,0,5691,4207.358229,17,372,1,2,1,6256
38216,LP001896,1,1,1,0,1,7904,0,17,370,1,1,1,3750
24177,LP002231,1,1,0,0,0,8070,0,172,348,1,2,1,7200
11605,LP002231,1,1,0,0,0,14438,0,17,355,1,0,1,7200
13917,LP002175,1,1,0,0,1,150,0,193,261,1,1,1,3750
46099,LP002226,1,1,0,0,0,2615,0,17,355,1,1,0,6000
18339,LP002224,1,1,0,0,0,6620,432.8951978,63,371,1,2,1,7200
47728,LP001790,1,1,0,0,0,8312,6497.150094,17,370,1,1,1,3750
86574,LP002229,1,1,0,0,0,150,0,31,371,1,2,1,6000
40020,LP001432,1,1,0,0,0,13401,0,17,353,1,0,0,6000
68934,LP002181,1,1,0,0,0,8016,0,106,370,1,2,1,6000
38672,LP001385,1,1,0,0,0,150,390.7548482,268,373,1,1,1,3338
35998,LP001197,1,1,0,0,0,6791,0,201,373,1,1,0,3750
83747,LP002187,0,1,0,0,0,4346,7949.331874,17,373,1,0,0,3750
32474,LP002560,1,1,0,0,0,2373,0,17,351,1,2,0,6000
66611,LP002170,1,1,0,0,0,24802,1707.884918,17,411,1,2,1,3750
97459,LP002560,1,1,2,1,0,6668,8395.018082,107,350,1,1,1,3750
90757,LP001385,1,1,0,0,0,150,3044.927692,248,364,1,1,1,3750
17232,LP002187,1,1,0,1,0,150,2957.789235,266,20,1,1,1,3750
33901,LP002585,1,1,0,0,0,2654,0,17,372,1,2,1,3750
90510,LP002187,1,1,0,0,0,6654,540.5563665,213,372,1,2,1,6000
51091,LP002585,1,1,0,0,0,150,4283.654694,17,355,1,1,1,3750
87989,LP002560,1,1,0,0,0,8421,15.94379141,17,372,1,1,0,6000
18291,LP002180,1,1,0,0,0,150,0,235,355,1,0,1,6000
52166,LP002585,1,1,0,1,0,8424,315.1414974,17,370,1,2,1,3750
40387,LP001844,1,1,0,0,0,150,0,232,354,1,2,1,6000
17424,LP002187,1,1,3+,0,0,5862,879.6218657,17,311,1,2,1,6000
51692,LP001430,1,1,0,0,0,7165,3851.09555,17,371,1,1,1,6000
86846,LP002585,1,1,0,0,1,16482,0,74,364,1,2,1,6000
56380,LP001647,0,1,2,0,0,7404,4103.68238,241,365,1,1,0,3750
10057,LP002585,1,1,1,0,0,150,0,223,373,1,1,0,5166
47785,LP002560,1,1,0,0,0,150,0,179,366,1,2,1,6000
30304,LP002585,1,1,0,0,0,4144,0,100,371,1,0,0,3750
53581,LP002560,1,1,0,0,1,4632,3748.504476,141,368,1,1,0,6000
90576,LP002187,1,1,0,0,0,4486,203.613488,218,348,1,1,1,6000
42658,LP002585,1,1,0,0,0,6938,4282.474554,17,349,1,2,1,3750
84029,LP001123,1,1,1,0,0,2003,0,167,371,1,0,1,3750
97710,LP002229,1,1,1,0,0,16341,0,17,363,1,1,1,3750
47741,LP002585,1,1,0,0,0,4766,0,206,372,1,2,1,3750
45194,LP002582,1,1,0,0,0,7051,0,17,425,1,1,1,6000
88310,LP002585,1,1,0,0,0,5200,3016.97728,270,371,1,2,0,6000
60440,LP002187,1,1,0,0,0,32180,0,17,254,1,1,0,3750
25413,LP001431,1,0,0,0,0,8256,609.7756371,17,372,1,0,1,6000
17201,LP001367,1,1,0,0,0,5254,231.8962717,95,369,1,2,1,6000
97166,LP002224,1,0,0,0,0,150,3056.705356,17,372,1,2,1,3750
77180,LP001788,1,0,0,0,0,14902,2961.956154,59,369,1,0,1,6000
65042,LP002175,1,1,1,0,0,150,0,250,373,1,2,1,6000
46972,LP002262,1,1,0,0,0,7918,3330.613257,17,361,1,1,1,6000
95643,LP002231,0,1,1,0,1,7339,4053.337014,26,366,1,1,1,18333
74384,LP002560,1,1,1,0,0,8242,0,17,351,1,1,1,3750
83614,LP002582,1,1,0,0,0,1008,2737.707031,33,203,1,1,0,6000
52445,LP002175,1,1,1,0,0,7843,157.5604745,17,351,1,0,1,3750
29401,LP001255,1,1,1,0,1,24161,0,17,369,1,1,1,3750
81181,LP002585,1,0,0,0,0,563,0,168,370,1,1,0,7200
46375,LP002560,1,1,3+,0,0,4217,1419.009189,51,361,1,0,1,3750
41546,LP002555,1,1,0,0,0,150,1169.787994,255,382,1,1,1,3750
91630,LP002556,1,1,0,0,0,2181,0,88,371,1,0,1,3750
33162,LP001385,1,1,0,0,0,7294,1970.93207,44,239,0,2,1,3750
99388,LP002231,0,1,3+,0,1,4358,2992.073808,258,366,1,1,1,3750
59834,LP002187,1,1,0,0,0,824,515.9071453,246,370,1,2,1,3750
74810,LP002585,1,1,0,0,1,8266,388.1761214,135,373,1,1,1,6000
99612,LP001634,1,1,0,0,0,30904,4511.432624,189,350,0,0,1,6000
96609,LP002187,1,1,0,0,0,11379,0,237,349,1,1,1,6000
59435,LP001671,1,1,0,0,0,7306,0,17,408,1,1,1,6000
79299,LP002560,1,1,2,0,0,8274,664.5134997,110,373,1,1,1,6000
13710,LP002585,1,1,3+,0,0,4914,372.6473321,218,362,1,1,1,6000
52948,LP002187,1,1,1,0,0,81000,3041.218403,17,360,1,2,1,7200
63088,LP001790,1,1,1,0,0,14118,580.8341585,17,350,1,1,1,6000
48186,LP002585,1,0,1,0,1,9317,6377.23206,22,372,1,2,1,3750
38999,LP002181,1,1,2,0,1,4515,602.3749929,259,352,1,2,1,6000
57021,LP002585,1,1,0,0,0,5853,376.8518455,37,352,1,1,1,6000
10134,LP002571,1,1,2,0,0,5836,688.6138807,260,426,1,2,0,6000
81923,LP002555,1,1,0,0,0,2618,0,24,373,1,1,1,3750
13504,LP002231,1,0,1,0,0,7468,4229.907121,17,363,1,2,1,6000
34503,LP002224,1,1,0,0,0,8059,680.9407424,17,408,1,2,0,3750
76223,LP002544,1,1,0,1,0,14964,416.4818826,17,330,1,2,0,6000
28461,LP001790,1,1,1,0,0,4773,4054.213751,17,348,1,2,1,3750
68515,LP001367,1,1,3+,0,0,7024,4175.072464,17,373,1,0,1,6000
42888,LP001343,1,1,3+,0,0,150,0,26,370,1,0,1,3750
50455,LP002175,1,1,3+,0,0,16051,8852.224783,17,366,1,2,1,3750
71705,LP002139,1,1,0,0,0,11278,132.4531303,250,413,0,2,1,7200
26664,LP002231,1,1,0,0,0,24868,0,17,359,1,2,0,6000
70115,LP002224,1,0,0,0,0,8320,421.6123163,17,370,1,2,1,6000
49597,LP001990,1,1,0,0,0,8140,0,17,371,1,1,1,3750
54536,LP002478,0,1,1,0,0,8407,191.738839,54,361,1,0,1,3750
98928,LP002175,1,1,1,0,0,14004,673.8226699,234,363,1,1,0,3750
88439,LP002224,1,1,1,1,0,8406,1323.273926,39,371,0,0,1,3750
54349,LP002175,1,1,1,1,0,7988,0,17,369,1,1,1,6000
27393,LP002229,1,0,1,0,0,14308,0,17,372,1,1,1,6000
75998,LP002571,1,0,0,1,0,4912,3103.051736,89,370,1,1,1,3750
62358,LP002209,1,1,0,0,0,7589,1444.222953,17,367,1,2,1,3750
78467,LP002187,1,1,0,0,0,7985,0,17,348,1,2,1,3750
86871,LP002231,0,1,0,0,0,6245,4087.690332,17,370,1,2,0,3750
57689,LP002231,1,1,0,0,0,15433,0,17,354,1,1,0,6000
30265,LP002226,1,1,1,0,0,7654,0,167,364,1,1,1,3750
38565,LP002231,1,1,0,0,0,8391,0,17,355,1,1,1,7200
24768,LP002424,1,0,0,0,0,6107,0,17,367,1,1,1,6000
61276,LP002024,1,1,1,0,0,3739,4173.897951,238,373,1,2,1,6000
30414,LP002219,1,0,1,0,0,7191,0,35,366,1,0,1,3750
20321,LP002187,1,1,0,0,0,8421,0,17,371,0,2,1,6000
40768,LP001790,1,1,0,0,0,150,0,17,372,1,2,1,6000
79234,LP001778,1,0,0,0,0,8208,659.295717,17,82,1,2,1,6000
51228,LP002187,1,1,0,0,1,6058,323.6416772,53,370,1,1,1,6000
41600,LP001493,1,1,0,0,0,16483,242.6572399,17,372,1,0,1,3750
95901,LP002161,1,1,0,0,1,150,0,700,373,1,1,1,3547
87642,LP002187,1,1,0,0,0,8699,0,228,370,1,2,1,3750
69276,LP002560,1,1,0,0,0,150,195.6612051,192,366,1,1,0,6000
79142,LP002024,1,1,0,0,1,6458,562.7068183,17,362,1,1,1,7200
59717,LP002187,1,1,0,0,0,2820,0,17,371,1,1,1,3750
87596,LP002187,1,1,0,0,0,7754,398.372732,27,352,1,0,1,3750
71935,LP001385,1,1,0,0,0,15114,3452.921897,120,373,1,1,1,6000
18233,LP002187,1,1,0,0,0,7544,0,17,379,1,1,1,6000
89152,LP002585,1,1,0,0,0,7921,0,229,373,1,2,1,6000
28967,LP002585,1,1,0,0,0,380,0,78,356,1,1,1,3750
13634,LP001384,0,1,0,0,0,6796,2224.234125,216,369,1,2,1,6000
71514,LP001334,1,0,1,0,0,15109,435.2733235,141,373,1,0,0,3750
51726,LP001882,1,1,0,1,0,28677,3798.424161,208,12,1,2,0,6000
48495,LP002224,1,1,1,0,0,5146,2351.097773,17,358,1,1,1,3750
